pokedex_number;name;german_name;generation;status;species;type_number;type_1;type_2;height_m;weight_kg;hp;attack;defense;sp_attack;sp_defense;speed;catch_rate;percentage_male;egg_cycles;against_normal;against_fire;against_water;against_electric;against_grass;against_ice;against_fight;against_poison;against_ground;against_flying;against_psychic;against_bug;against_rock;against_ghost;against_dragon;against_dark;against_steel;against_fairy
329;Vibrava;Vibrava;3;Normal;Vibration;2;Ground;Dragon;1.1;15.3;50;70;50;50;50;70;120;50.0;20;1;0.5;1;0;1;4;1;0.5;0;1;1;1;0.5;1;2;1;1;2
330;Flygon;Libelldra;3;Normal;Mystic;2;Ground;Dragon;2.0;82.0;80;100;80;80;80;100;45;50.0;20;1;0.5;1;0;1;4;1;0.5;0;1;1;1;0.5;1;2;1;1;2
331;Cacnea;Tuska;3;Normal;Cactus;1;Grass;;0.4;51.3;50;85;40;85;40;35;190;50.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
332;Cacturne;Noktuska;3;Normal;Scarecrow;2;Grass;Dark;1.3;77.4;70;115;60;115;60;55;60;50.0;20;1;2;0.5;0.5;0.5;2;2;2;0.5;2;0;4;1;0.5;1;0.5;1;2
333;Swablu;Wablu;3;Normal;Cotton Bird;2;Normal;Flying;0.4;1.2;45;40;60;40;75;50;255;50.0;20;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
334;Altaria;Altaria;3;Normal;Humming;2;Dragon;Flying;1.1;20.6;75;70;90;70;105;80;45;50.0;20;1;0.5;0.5;1;0.25;4;0.5;1;0;1;1;0.5;2;1;2;1;1;2
334;Mega Altaria;Altaria;3;Normal;Humming;2;Dragon;Fairy;1.5;20.6;75;110;110;110;105;80;45;50.0;20;1;0.5;0.5;0.5;0.5;2;0.5;2;1;1;1;0.5;1;1;0;0.5;2;2
335;Zangoose;Sengo;3;Normal;Cat Ferret;1;Normal;;1.3;40.3;73;115;60;60;60;90;90;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
336;Seviper;Vipitis;3;Normal;Fang Snake;1;Poison;;2.7;52.5;73;100;60;100;60;65;90;50.0;20;1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5
337;Lunatone;Lunastein;3;Normal;Meteorite;2;Rock;Psychic;1.0;168.0;90;55;65;95;85;70;45;;25;0.5;0.5;2;1;2;1;1;0.5;0;0.5;0.5;2;1;2;1;2;2;1
338;Solrock;Sonnfel;3;Normal;Meteorite;2;Rock;Psychic;1.2;154.0;90;95;85;55;65;70;45;;25;0.5;0.5;2;1;2;1;1;0.5;0;0.5;0.5;2;1;2;1;2;2;1
339;Barboach;Schmerbe;3;Normal;Whiskers;2;Water;Ground;0.4;1.9;50;48;43;46;41;60;190;50.0;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
340;Whiscash;Welsar;3;Normal;Whiskers;2;Water;Ground;0.9;23.6;110;78;73;76;71;60;75;50.0;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
341;Corphish;Krebscorps;3;Normal;Ruffian;1;Water;;0.6;11.5;43;80;65;50;35;35;205;50.0;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
342;Crawdaunt;Krebutack;3;Normal;Rogue;2;Water;Dark;1.1;32.8;63;120;85;90;55;55;155;50.0;15;1;0.5;0.5;2;2;0.5;2;1;1;1;0;2;1;0.5;1;0.5;0.5;2
343;Baltoy;Puppance;3;Normal;Clay Doll;2;Ground;Psychic;0.5;21.5;40;40;55;40;70;55;255;;20;1;1;2;0;2;2;0.5;0.5;0;1;0.5;2;0.5;2;1;2;1;1
344;Claydol;Lepumentas;3;Normal;Clay Doll;2;Ground;Psychic;1.5;108.0;60;70;105;70;120;75;90;;20;1;1;2;0;2;2;0.5;0.5;0;1;0.5;2;0.5;2;1;2;1;1
345;Lileep;Liliep;3;Normal;Sea Lily;2;Rock;Grass;1.0;23.8;66;41;77;61;87;23;45;87.5;30;0.5;1;1;0.5;1;2;2;1;1;1;1;2;1;1;1;1;2;1
346;Cradily;Wielie;3;Normal;Barnacle;2;Rock;Grass;1.5;60.4;86;81;97;81;107;43;45;87.5;30;0.5;1;1;0.5;1;2;2;1;1;1;1;2;1;1;1;1;2;1
347;Anorith;Anorith;3;Normal;Old Shrimp;2;Rock;Bug;0.7;12.5;45;95;50;40;50;75;45;87.5;30;0.5;1;2;1;1;1;1;0.5;1;1;1;1;2;1;1;1;2;1
348;Armaldo;Armaldo;3;Normal;Plate;2;Rock;Bug;1.5;68.2;75;125;100;70;80;45;45;87.5;30;0.5;1;2;1;1;1;1;0.5;1;1;1;1;2;1;1;1;2;1
349;Feebas;Barschwa;3;Normal;Fish;1;Water;;0.6;7.4;20;15;20;10;55;80;255;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
350;Milotic;Milotic;3;Normal;Tender;1;Water;;6.2;162.0;95;60;79;100;125;81;60;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
351;Castform;Formeo;3;Normal;Weather;1;Normal;;0.3;0.8;70;70;70;70;70;70;45;50.0;25;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
351;Castform Sunny Form;Formeo;3;Normal;Weather;1;Fire;;0.3;0.8;70;70;70;70;70;70;45;50.0;25;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
351;Castform Rainy Form;Formeo;3;Normal;Weather;1;Water;;0.3;0.8;70;70;70;70;70;70;45;50.0;25;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
351;Castform Snowy Form;Formeo;3;Normal;Weather;1;Ice;;0.3;0.8;70;70;70;70;70;70;45;50.0;25;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
352;Kecleon;Kecleon;3;Normal;Color Swap;1;Normal;;1.0;22.0;60;90;70;60;120;40;200;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
353;Shuppet;Shuppet;3;Normal;Puppet;1;Ghost;;0.6;2.3;44;75;35;63;33;45;225;50.0;25;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
354;Banette;Banette;3;Normal;Marionette;1;Ghost;;1.1;12.5;64;115;65;83;63;65;45;50.0;25;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
354;Mega Banette;Banette;3;Normal;Marionette;1;Ghost;;1.2;13.0;64;165;75;93;83;75;45;50.0;25;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
355;Duskull;Zwirrlicht;3;Normal;Requiem;1;Ghost;;0.8;15.0;20;40;90;30;90;25;190;50.0;25;0;1;1;1;1;1;0;0.5;0;1;1;0.5;1;2;1;2;1;1
356;Dusclops;Zwirrklop;3;Normal;Beckon;1;Ghost;;1.6;30.6;40;70;130;60;130;25;90;50.0;25;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
357;Tropius;Tropius;3;Normal;Fruit;2;Grass;Flying;2.0;100.0;99;68;83;72;87;51;200;50.0;25;1;2;0.5;1;0.25;4;0.5;2;0;2;1;1;2;1;1;1;1;1
358;Chimecho;Palimpalim;3;Normal;Wind Chime;1;Psychic;;0.6;1.0;75;50;80;95;90;65;45;50.0;25;1;1;1;1;1;1;0.5;1;0;1;0.5;2;1;2;1;2;1;1
359;Absol;Absol;3;Normal;Disaster;1;Dark;;1.2;47.0;65;130;60;75;60;75;30;50.0;25;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
359;Mega Absol;Absol;3;Normal;Disaster;1;Dark;;1.2;49.0;65;150;60;115;60;115;30;50.0;25;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
360;Wynaut;Isso;3;Normal;Bright;1;Psychic;;0.6;14.0;95;23;48;23;48;23;125;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
361;Snorunt;Schneppke;3;Normal;Snow Hat;1;Ice;;0.7;16.8;50;50;50;50;50;50;190;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
362;Glalie;Firnontor;3;Normal;Face;1;Ice;;1.5;256.5;80;80;80;80;80;80;75;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
362;Mega Glalie;Firnontor;3;Normal;Face;1;Ice;;2.1;350.2;80;120;80;120;80;100;75;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
363;Spheal;Seemops;3;Normal;Clap;2;Ice;Water;0.8;39.5;70;40;50;55;50;25;255;50.0;20;1;0.5;0.5;2;2;0.125;2;1;1;1;1;1;2;1;1;1;1;1
364;Sealeo;Seejong;3;Normal;Ball Roll;2;Ice;Water;1.1;87.6;90;60;70;75;70;45;120;50.0;20;1;0.5;0.5;2;2;0.125;2;1;1;1;1;1;2;1;1;1;1;1
365;Walrein;Walraisa;3;Normal;Ice Break;2;Ice;Water;1.4;150.6;110;80;90;95;90;65;45;50.0;20;1;0.5;0.5;2;2;0.125;2;1;1;1;1;1;2;1;1;1;1;1
366;Clamperl;Perlu;3;Normal;Bivalve;1;Water;;0.4;52.5;35;64;85;74;55;32;255;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
367;Huntail;Aalabyss;3;Normal;Deep Sea;1;Water;;1.7;27.0;55;104;105;94;75;52;60;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
368;Gorebyss;Saganabyss;3;Normal;South Sea;1;Water;;1.8;22.6;55;84;105;114;75;52;60;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
369;Relicanth;Relicanth;3;Normal;Longevity;2;Water;Rock;1.0;23.4;100;90;130;45;65;55;25;87.5;40;0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1
370;Luvdisc;Liebiskus;3;Normal;Rendezvous;1;Water;;0.6;8.7;43;30;55;40;65;97;225;25.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
371;Bagon;Kindwurm;3;Normal;Rock Head;1;Dragon;;0.6;42.1;45;75;60;40;30;50;45;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2
372;Shelgon;Draschel;3;Normal;Endurance;1;Dragon;;1.1;110.5;65;95;100;60;50;50;45;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2
373;Salamence;Brutalanda;3;Normal;Dragon;2;Dragon;Flying;1.5;102.6;95;135;80;110;80;100;45;50.0;40;1;0.5;0.5;1;0.25;4;0.5;1;0;1;1;0.5;2;1;2;1;1;2
373;Mega Salamence;Brutalanda;3;Normal;Dragon;2;Dragon;Flying;1.8;112.6;95;145;130;120;90;120;45;50.0;40;1;0.5;0.5;1;0.25;4;0.5;1;0;1;1;0.5;2;1;2;1;1;2
374;Beldum;Tanhel;3;Normal;Iron Ball;2;Steel;Psychic;0.6;95.2;40;55;80;35;60;30;3;;40;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
375;Metang;Metang;3;Normal;Iron Claw;2;Steel;Psychic;1.2;202.5;60;75;100;55;80;50;3;;40;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
376;Metagross;Metagross;3;Normal;Iron Leg;2;Steel;Psychic;1.6;550.0;80;135;130;95;90;70;3;;40;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
376;Mega Metagross;Metagross;3;Normal;Iron Leg;2;Steel;Psychic;2.5;942.9;80;145;150;105;110;110;3;;40;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
377;Regirock;Regirock;3;Sub Legendary;Rock Peak;1;Rock;;1.7;230.0;80;100;200;50;100;50;3;;80;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
378;Regice;Regice;3;Sub Legendary;Iceberg;1;Ice;;1.8;175.0;80;50;100;100;200;50;3;;80;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
379;Registeel;Registeel;3;Sub Legendary;Iron;1;Steel;;1.9;205.0;80;75;150;75;150;50;3;;80;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
380;Latias;Latias;3;Sub Legendary;Eon;2;Dragon;Psychic;1.4;40.0;80;80;90;110;130;110;3;0.0;120;1;0.5;0.5;0.5;0.5;2;0.5;1;0;1;0.5;2;1;2;2;2;1;2
380;Mega Latias;Latias;3;Sub Legendary;Eon;2;Dragon;Psychic;1.8;52.0;80;100;120;140;150;110;3;0.0;120;1;0.5;0.5;0.5;0.5;2;0.5;1;0;1;0.5;2;1;2;2;2;1;2
381;Latios;Latios;3;Sub Legendary;Eon;2;Dragon;Psychic;2.0;60.0;80;90;80;130;110;110;3;100.0;120;1;0.5;0.5;0.5;0.5;2;0.5;1;0;1;0.5;2;1;2;2;2;1;2
381;Mega Latios;Latios;3;Sub Legendary;Eon;2;Dragon;Psychic;2.3;70.0;80;130;100;160;120;110;3;100.0;120;1;0.5;0.5;0.5;0.5;2;0.5;1;0;1;0.5;2;1;2;2;2;1;2
382;Kyogre;Kyogre;3;Legendary;Sea Basin;1;Water;;4.5;352.0;100;100;90;150;140;90;3;;120;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
382;Primal Kyogre;Kyogre;3;Legendary;Sea Basin;1;Water;;9.8;430.0;100;150;90;180;160;90;5;;120;1;0;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
383;Groudon;Groudon;3;Legendary;Continent;1;Ground;;3.5;950.0;100;150;140;100;90;90;3;;120;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
383;Primal Groudon;Groudon;3;Legendary;Continent;2;Ground;Fire;5.0;999.7;100;180;160;150;90;90;5;;120;1;0.5;0;0;1;1;1;0.5;2;1;1;0.5;1;1;1;1;0.5;0.5
384;Rayquaza;Rayquaza;3;Legendary;Sky High;2;Dragon;Flying;7.0;206.5;105;150;90;150;90;95;45;;120;1;0.5;0.5;1;0.25;4;0.5;1;0;1;1;0.5;2;1;2;1;1;2
384;Mega Rayquaza;Rayquaza;3;Legendary;Sky High;2;Dragon;Flying;10.8;392.0;105;180;100;180;100;115;3;;120;1;0.5;0.5;0.5;0.25;2;0.5;1;0;1;1;0.5;1;1;2;1;1;2
385;Jirachi;Jirachi;3;Mythical;Wish;2;Steel;Psychic;0.3;1.1;100;100;100;100;100;100;3;;120;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
386;Deoxys Normal Forme;Deoxys;3;Mythical;DNA;1;Psychic;;1.7;60.8;50;150;50;150;50;150;3;;120;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
386;Deoxys Attack Forme;Deoxys;3;Mythical;DNA;1;Psychic;;1.7;60.8;50;180;20;180;20;150;3;;120;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
386;Deoxys Defense Forme;Deoxys;3;Mythical;DNA;1;Psychic;;1.7;60.8;50;70;160;70;160;90;3;;120;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
386;Deoxys Speed Forme;Deoxys;3;Mythical;DNA;1;Psychic;;1.7;60.8;50;95;90;95;90;180;3;;120;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
387;Turtwig;Chelast;4;Normal;Tiny Leaf;1;Grass;;0.4;10.2;55;68;64;45;55;31;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
388;Grotle;Chelcarain;4;Normal;Grove;1;Grass;;1.1;97.0;75;89;85;55;65;36;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
389;Torterra;Chelterrar;4;Normal;Continent;2;Grass;Ground;2.2;310.0;95;109;105;75;85;56;45;87.5;20;1;2;1;0;1;4;1;1;0.5;2;1;2;0.5;1;1;1;1;1
390;Chimchar;Panflam;4;Normal;Chimp;1;Fire;;0.5;6.2;44;58;44;58;44;61;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
391;Monferno;Panpyro;4;Normal;Playful;2;Fire;Fighting;0.9;22.0;64;78;52;78;52;81;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1
392;Infernape;Panferno;4;Normal;Flame;2;Fire;Fighting;1.2;55.0;76;104;71;104;71;108;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1
393;Piplup;Plinfa;4;Normal;Penguin;1;Water;;0.4;5.2;53;51;53;61;56;40;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
394;Prinplup;Pliprin;4;Normal;Penguin;1;Water;;0.8;23.0;64;66;68;81;76;50;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
395;Empoleon;Impoleon;4;Normal;Emperor;2;Water;Steel;1.7;84.5;84;86;88;111;101;60;45;87.5;20;0.5;1;0.5;2;1;0.25;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.25;0.5
396;Starly;Staralili;4;Normal;Starling;2;Normal;Flying;0.3;2.0;40;55;30;30;30;60;255;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
397;Staravia;Staravia;4;Normal;Starling;2;Normal;Flying;0.6;15.5;55;75;50;40;40;80;120;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
398;Staraptor;Staraptor;4;Normal;Predator;2;Normal;Flying;1.2;24.9;85;120;70;50;60;100;45;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
399;Bidoof;Bidiza;4;Normal;Plump Mouse;1;Normal;;0.5;20.0;59;45;40;35;40;31;255;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
400;Bibarel;Bidifas;4;Normal;Beaver;2;Normal;Water;1.0;31.5;79;85;60;55;60;71;127;50.0;15;1;0.5;0.5;2;2;0.5;2;1;1;1;1;1;1;0;1;1;0.5;1
401;Kricketot;Zirpurze;4;Normal;Cricket;1;Bug;;0.3;2.2;37;25;41;25;41;25;255;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
402;Kricketune;Zirpeise;4;Normal;Cricket;1;Bug;;1.0;25.5;77;85;51;55;51;65;45;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
403;Shinx;Sheinux;4;Normal;Flash;1;Electric;;0.5;9.5;45;65;34;40;34;45;235;50.0;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
404;Luxio;Luxio;4;Normal;Spark;1;Electric;;0.9;30.5;60;85;49;60;49;60;120;50.0;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
405;Luxray;Luxtra;4;Normal;Gleam Eyes;1;Electric;;1.4;42.0;80;120;79;95;79;70;45;50.0;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
406;Budew;Knospi;4;Normal;Bud;2;Grass;Poison;0.2;1.2;40;30;35;50;70;55;255;50.0;20;1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5
407;Roserade;Roserade;4;Normal;Bouquet;2;Grass;Poison;0.9;14.5;60;70;65;125;105;90;75;50.0;20;1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5
408;Cranidos;Koknodon;4;Normal;Head Butt;1;Rock;;0.9;31.5;67;125;40;30;30;58;45;87.5;30;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
409;Rampardos;Rameidon;4;Normal;Head Butt;1;Rock;;1.6;102.5;97;165;60;65;50;58;45;87.5;30;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
410;Shieldon;Schilterus;4;Normal;Shield;2;Rock;Steel;0.5;57.0;30;42;118;42;88;30;45;87.5;30;0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5
411;Bastiodon;Bollterus;4;Normal;Shield;2;Rock;Steel;1.3;149.5;60;52;168;47;138;30;45;87.5;30;0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5
412;Burmy;Burmy;4;Normal;Bagworm;1;Bug;;0.2;3.4;40;29;45;29;45;36;120;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
413;Wormadam Plant Cloak;Burmadame;4;Normal;Bagworm;2;Bug;Grass;0.5;6.5;60;59;85;79;105;36;45;0.0;15;1;4;0.5;0.5;0.25;2;0.5;2;0.25;4;1;2;2;1;1;1;1;1
413;Wormadam Sandy Cloak;Burmadame;4;Normal;Bagworm;2;Bug;Ground;0.5;6.5;60;79;105;59;85;36;45;0.0;15;1;2;2;0;1;2;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1
413;Wormadam Trash Cloak;Burmadame;4;Normal;Bagworm;2;Bug;Steel;0.5;6.5;60;69;95;69;95;36;45;0.0;15;0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5
414;Mothim;Moterpel;4;Normal;Moth;2;Bug;Flying;0.9;23.3;70;94;50;94;50;66;45;100.0;15;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
415;Combee;Wadribie;4;Normal;Tiny Bee;2;Bug;Flying;0.3;5.5;30;30;42;30;42;70;120;87.5;15;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
416;Vespiquen;Honweisel;4;Normal;Beehive;2;Bug;Flying;1.2;38.5;70;80;102;80;102;40;45;0.0;15;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
417;Pachirisu;Pachirisu;4;Normal;EleSquirrel;1;Electric;;0.4;3.9;60;45;70;45;90;95;200;50.0;10;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
418;Buizel;Bamelin;4;Normal;Sea Weasel;1;Water;;0.7;29.5;55;65;35;60;30;85;190;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
419;Floatzel;Bojelin;4;Normal;Sea Weasel;1;Water;;1.1;33.5;85;105;55;85;50;115;75;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
420;Cherubi;Kikugi;4;Normal;Cherry;1;Grass;;0.4;3.3;45;35;45;62;53;35;190;50.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
421;Cherrim;Kinoso;4;Normal;Blossom;1;Grass;;0.5;9.3;70;60;70;87;78;85;75;50.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
422;Shellos;Schalellos;4;Normal;Sea Slug;1;Water;;0.3;6.3;76;48;48;57;62;34;190;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
423;Gastrodon;Gastrodon;4;Normal;Sea Slug;2;Water;Ground;0.9;29.9;111;83;68;92;82;39;75;50.0;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
424;Ambipom;Ambidiffel;4;Normal;Long Tail;1;Normal;;1.2;20.3;75;100;66;60;66;115;45;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
425;Drifloon;Driftlon;4;Normal;Balloon;2;Ghost;Flying;0.4;1.2;90;50;34;60;44;70;125;50.0;30;0;1;1;2;0.5;2;0;0.5;0;1;1;0.25;2;2;1;2;1;1
426;Drifblim;Drifzepeli;4;Normal;Blimp;2;Ghost;Flying;1.2;15.0;150;80;44;90;54;80;60;50.0;30;0;1;1;2;0.5;2;0;0.5;0;1;1;0.25;2;2;1;2;1;1
427;Buneary;Haspiror;4;Normal;Rabbit;1;Normal;;0.4;5.5;55;66;44;44;56;85;190;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
428;Lopunny;Schlapor;4;Normal;Rabbit;1;Normal;;1.2;33.3;65;76;84;54;96;105;60;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
428;Mega Lopunny;Schlapor;4;Normal;Rabbit;2;Normal;Fighting;1.3;28.3;65;136;94;54;96;135;60;50.0;20;1;1;1;1;1;1;2;1;1;2;2;0.5;0.5;0;1;0.5;1;2
429;Mismagius;Traunmagil;4;Normal;Magical;1;Ghost;;0.9;4.4;60;60;60;105;105;105;45;50.0;25;0;1;1;1;1;1;0;0.5;0;1;1;0.5;1;2;1;2;1;1
430;Honchkrow;Kramshef;4;Normal;Big Boss;2;Dark;Flying;0.9;27.3;100;125;52;105;52;71;30;50.0;20;1;1;1;2;0.5;2;1;1;0;1;0;1;2;0.5;1;0.5;1;2
431;Glameow;Charmian;4;Normal;Catty;1;Normal;;0.5;3.9;49;55;42;42;37;85;190;25.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
432;Purugly;Shnurgarst;4;Normal;Tiger Cat;1;Normal;;1.0;43.8;71;82;64;64;59;112;75;25.0;20;1;0.5;1;1;1;0.5;2;1;1;1;1;1;1;0;1;1;1;1
433;Chingling;Klingplim;4;Normal;Bell;1;Psychic;;0.2;0.6;45;30;50;65;50;45;120;50.0;25;1;1;1;1;1;1;0.5;1;0;1;0.5;2;1;2;1;2;1;1
434;Stunky;Skunkapuh;4;Normal;Skunk;2;Poison;Dark;0.4;19.2;63;63;47;41;41;74;225;50.0;20;1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1
435;Skuntank;Skuntank;4;Normal;Skunk;2;Poison;Dark;1.0;38.0;103;93;67;71;61;84;60;50.0;20;1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1
436;Bronzor;Bronzel;4;Normal;Bronze;2;Steel;Psychic;0.5;60.5;57;24;86;24;86;23;255;;20;0.5;2;1;1;0.5;0.5;1;0;0;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
437;Bronzong;Bronzong;4;Normal;Bronze Bell;2;Steel;Psychic;1.3;187.0;67;89;116;79;116;33;90;;20;0.5;2;1;1;0.5;0.5;1;0;0;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
438;Bonsly;Mobai;4;Normal;Bonsai;1;Rock;;0.5;15.0;50;80;95;10;45;10;255;50.0;20;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
439;Mime Jr.;Pantimimi;4;Normal;Mime;2;Psychic;Fairy;0.6;13.0;20;25;45;70;90;60;145;50.0;25;1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1
